id,recipename_id,NumStep,StepDesc
818,182,6,"To grill peppers and sausage:  Brush each side of the red bell pepper halves with olive oil, then sprinkle with salt.  Also brush the sausages with a small amount of olive oil.  Grill until the red bell peppers are charred and tender, and the sausages are evenly browned and cooked through.  Sausages are easy to overcook, so don’t feel shy about using a meat thermometer.  You’re looking for about 140 degrees in the middle.   Let the sausages rest for about 5 minutes, then cut each one down the middle lengthwise to open like a book.  Cut each bell pepper into thin strips."
819,182,7,"To assemble sandwiches:  Smear one side of each flatbread generously with the lemon-chili ricotta, then top with red bell pepper strips, sausage, and broccoli rabe."
820,182,8,"In a standing electric mixer fitted with the paddle attachment, combine the flour, baking soda, salt, lemon zest and rosemary. Add the lard and mix at medium-low speed until evenly combined. Slowly add the water, mixing until the dough is a cohesive mass.  Switch to the dough hook attachment and knead until smooth, 5 minutes, at medium speed.  (Alternatively, the dough can be mixed in a large bowl and kneaded by hand.)  Divide the dough into 6 pieces (or 8, if you want slightly smaller flatbreads) and form each piece into a ball.  The dough can be rolled out right away, or cover each ball with plastic wrap and let rest for 30 minutes until ready to use."
821,182,9,"Roll out each ball to an 8 to 10-inch round, about 1/8inch thick, on an unfloured or very lightly floured work surface.  (I like rolling the dough between two pieces of plastic wrap.)  Stack the rounds on a tray, with a piece of plastic wrap or parchment paper between each round.  Cover the top round as well.  Set aside until ready to grill."
822,183,1,"For the sauce:  Saute onion in 1 tbsp of olive oil.  Add the crushed tomatoes and 3 cans of marinara sauce.  Heat on medium-low heat till you get a slight simmer.  While simmering, add the uncooked Italian sausage into the sauce."
823,183,2,"For the meatballs:  Pre-heat the oven to 450 degrees.  In a large bowl, mix all of the ingredients together.  Line a baking sheet with non-stick foil.  Using a cookie scoop or your hands, form meat into 2"" balls.   Bake for 10 minutes until the outside is browned."
824,183,3,"To put it all together, add the meatballs into sauce and let simmer on low for at least one hour, but up to three hours.  Serve alone with crusty Italian bread, or over al dente penne pasta... or both!"
825,184,1,"To make the vinaigrette: Crush your capers, add the dijon mustard, olive oil, and red wine vinegar, salt and pepper to taste.Whisk and set aside"
826,184,2,"Slice the bread of your choice in half lengthwise. Drizzle a little vinaigrette on half of the loaf, layer your meat, add a tbs of dressing onto your cleaned and dried water cress. Put the dressed water cresss on top of the meat. Shave some of the parmigiano reggiano on top of the water cress. Drizzle a little more of the vinegarette on the other side of the loaf. Close and enjoy."
827,185,1,"Bring about an inch of water to the boil in a large stockpot. Cut the squash into large wedges and remove the seeds. Arrange in a steamer basket. Steam for 8-12 minutes, until the squash is very tender. Remove the steamer basket and let the squash cool so you can handle it. Remove the flesh from the skin into a small bowl, then mash it well with a spoon."
828,185,2,"Meanwhile, fill up the pot with water for pasta and start it boiling."
829,185,3,"In a medium frying pan, melt the butter over very low heat. Add the garlic and cook, stirring occasionally, until the garlic is golden, about 8 minutes. (Don't raise the heat and try to rush this.) Add the cayenne, nutmeg, and salt and toss to mix."
830,185,4,"Add the milk, cream, and mashed squash to the pan, stirring to smooth it all together. Raise the heat slightly, bringing the sauce to the simmer. Simmer over medium heat until reduced, about 7 minutes. When you reach this point, you can add your pasta to the boiling water, so it'll be ready at the same time as the sauce."
831,185,5,"When the sauce is reduced and the pasta done, reserve a 1/2 cup of pasta water, and drain the pasta. Add the pasta to the simmering sauce, spooning in reserved water if necessary. Season with pepper and more salt or nutmeg to taste, then scrape into a bowl, toss with the Parmesan, and eat."
832,186,1,"Boil Bow Ties in a heavily salted pot of boiling water. Cook until al dente. Drain, saving 1/2 cup pasta water, and place back in large pot and toss with olive oil."
833,186,2,"Melt unsalted butter on medium high heat in a large skillet, fry pine nuts until they are beginning to turn brown, about 2 minutes. Add the garlic, shrimp and sliced leeks, fry for a few more minutes until shrimp begins to turn pink."
834,186,3,"To the skillet at the half and half, lemon juice, lemon zest, goat cheese, red pepper flakes and salt and pepper. Stir for 3-5 minutes until cream is bubbling, cheese is melting and shrimp is cooked all the way through."
835,186,4,"Toss skillet mixture with warm bow tie pasta,add pasta water if needed. Sprinkle with fresh chopped parsley and lemon wedge.Serve immediately with warm bread and nice green salad."
836,187,1,Set a large pot of salted water to boil.
837,187,2,"In a small skillet, gently warm the olive oil with the lemon zest, bay leaf, chili flakes and black pepper (if using), garlic, and fennel seeds. Cook for about 15 minutes over very low heat to let the flavors infuse the oil. Then add the canned tuna, pine nuts, capers, and preserved lemon (if using). Gently nudge apart the tuna and let it warm up but not cook."
838,187,3,"Meanwhile, once the water boils, cook the pasta until al dente. Drain well and toss in a serving bowl with the tuna mixture. Serve."
839,188,1,Break up the bread and place in a food processor; pulse about 10 times to break it down into large crumbs.
840,188,2,"Add the onion, garlic and parsley, pulse to combine and break the crumbs smaller."
841,188,3,"Add the pecorino and prosciutto, pulse all ingredients down to very fine crumbs."
842,188,4,"Transfer the crumb mixture to large bowl, add the egg, Italian tomato sauce and ground pepper; stir to combine and let stand for 5 minutes. NOTE: I don’t add salt because the Pecorino adds enough."
843,188,5,"Combine the ground beef and pork with the crumb mixture, toss with your hands to incorporate all ingredients."
844,188,6,"The mixture must feel moist, (slightly sticky) and be able to hold together; add 1 tablespoon of water at a time if you feel it needs more moisture."
845,188,7,"Gently shape the meat into a rectangle sized loaf = a flat top loaf.
Place onto a broiler pan, which has been prepared with cooking spray."
846,188,8,Spread a little Italian tomato sauce over top of the meat loaf.
847,188,9,"Bake at 350° for 1-1/4 to 1-1/2 hours, until a thermometer registers 150°."
848,188,10,"Let loaf cool enough to easily cut through the middle, lengthwise, and then make slider sized cuts horizontally."
849,188,11,"Assemble Sliders
Heat the sauce to room temperature, then turn off the heat.
Moisten the insides of the slider cut ciabatta with olive oil; toast up golden brown on a grill or fry pan.
Add a medium size dollop of Italian red sauce to top and bottom.
Sprinkle top and bottom with the mozzarella mixture.
Add a slice of the meatball then squish it together and enjoy."
850,189,1,"Place the walnuts, and garlic in the bowl of a food processor fitted with a steel blade, and process for about 15 seconds."
851,189,2,"Add in the basil leaves, salt, and pepper. With the processor running, slowly pour in the olive oil to the bowl through the feed tube and process until the pesto is thoroughly pureed."
852,189,3,Add the grated Parmesan cheese and puree for a minute.
853,189,4,"Prepare the pasta to the directions on the box. If you are in a rush, slightly over cook the pasta, and when it’s draining in the sink run cold water on it. This will stop the cooking process and cool the pasta down."
854,189,5,"Meanwhile, chop up the tomatoes and the mozzarella, and set them aside."
855,189,6,"In a large bowl, combine the pasta, pesto, tomatoes and mozzarella. Combine well and check for seasoning. Add in any salt and pepper as needed."
856,190,1,"Heat a large sauté pan or Dutch oven over medium heat. Add 3 tablespoons olive oil. When oil is warm, add fennel and onion to pan. Cook over medium-low heat, stirring occasionally, until vegetables have softened and edges have just started to brown. Add minced garlic to pan. After a minute or so, when garlic starts to release its aroma, adjust heat to low and add vinegar to pan. Mixture will sizzle for a minute. Continue to cook until there is only a tablespoon or two of liquid left in the pan and vegetables are tender. Remove from heat and let vegetables cool for about 15 minutes."
857,190,2,"Add vegetable mixture and any remaining liquid to blender bowl. Add crushed mustard seeds, thyme, 2 tablespoons water, Dijon mustard, and fennel pollen to blender. Put cover on bowl and begin to blend mixture. With motor running, drizzle in remaining 2 tablespoons olive oil. Add additional water a tablespoon at a time if mixture is too thick and isn't puréeing easily. Depending on how powerful your blender motor is, you may want to purée mixture in batches. I found that it worked well for my blender to divide the mixture into two batches. Continue blending until mixture resembles a smooth purée."
